text,true_label,predicted_label,prob_fake,source_dataset,length_bin
"hillary clinton said this year's election will impact the next 50 years of america. | ap photo clinton: ‘the next 50 days will determine the next 50 years’ hillary clinton on tuesday warned that the nearly 50-day sprint to election day will impact far more than just the next four or eight years. making an appeal to black voters during an interview on the “steve harvey morning show,” clinton stressed that voters can’t sit this one out. story continued below “every issue they care about is at stake in this election,” clinton said. “this is not: ‘oh, you know, a little here, a little there. we can — you know, we can take it, no matter who wins.’ no. the next 50 days will determine the next 50 years, and i say that absolutely seriously.” the former secretary of state said she hopes everyone is registered to vote and directed listeners to a website to find out whether they’re registered “because i need you.” “we gotta stand up and be counted in this election,” she added. clinton’s comments come after president barack obama made an appeal on clinton's and his own behalf in an address to the congressional black caucus foundation on saturday. “my name may not be on the ballot, but our progress is on the ballot,” obama said. “tolerance is on the ballot. democracy is on the ballot. justice is on the ballot. good schools are on the ballot. ending mass incarceration, that’s on the ballot right now.” but up next on the docket is the first presidential debate between clinton and trump on monday in new york, where the former senator expects to absorb a bunch of body blows from an aggressive foe. “i am going to do my very best to communicate as clearly and fearlessly as i can in the face of the insults and the attacks and the bullying and bigotry that we’ve seen coming from my opponent,” she said. “you know, i can take it, steve. i can take that kind of stuff. i’ve been at this and, you know, i understand it’s a contact sport.” what clinton won’t take, though, is any insults toward anyone else. “you know, his attacks on african-americans and immigrants and muslims and women and people with disabilities, it’s just — it’s just something we cannot tolerate,” she said. as clinton wrapped up her interview, trump taunted her on twitter: “hillary clinton is taking the day off again, she needs the rest. sleep well hillary — see you at the debate!” authors:",0,1,0.5356552004814148,fakenewsnet,500-5000
"obama ""won health care for 150,000 people.""",0,1,0.6297910213470459,liar,0-50
"if you already have health insurance through your job, or medicare, or medicaid, or the va, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",0,1,0.6046188473701477,liar,100-200
says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,0,1,0.5574208498001099,liar,100-200
i spent only $36.29 on my campaign for governor.,0,1,0.5113534331321716,liar,0-50
the house of delegates budget bill cuts $50 million from education.,0,1,0.5131856799125671,liar,50-100
"the federal consumer financial protection bureau is collecting financial information, monitoring financial information of millions of americans without their knowledge and storing it for up to 10 years.",0,1,0.5806319713592529,liar,200-500
"the stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",0,1,0.5555863976478577,liar,50-100
"the senate health care bill ""would leave 24 million people without insurance coverage.""",0,1,0.5991946458816528,liar,50-100
"barack obama ""extended health care for wounded troops who'd been neglected.""",0,1,0.6552349925041199,liar,50-100
tsa will accept drivers priv cards for id at the airport,0,1,0.6196333169937134,liar,50-100
hobby lobby provided this (birth control) coverage before they decided to drop it to file suit.,0,1,0.6051589846611023,liar,50-100
"rubio admitted he ""would have accepted the stimulus money.""",0,1,0.5167742967605591,liar,50-100
iowas republican caucus stopped mattering years ago. it in no way determines the party nominee.,0,1,0.5340321063995361,liar,50-100
"if youre a mexican, you get sent back. ... but if youre from a noncontiguous country like the central american countries then you can stay in the united states.",0,1,0.5776836276054382,liar,100-200
on legalizing illegal immigrants.,0,1,0.6364272832870483,liar,0-50
"while rob portman relies on his super pac and a handful of billionaires to do his dirty work, we dont have a super pac, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",0,1,0.5024163722991943,liar,200-500
americas least-trusted news sources are also its most popular.,0,1,0.5494316220283508,liar,50-100
"under president george w. bush, we added $4.9 trillion to the debt. under president obama weve added $6.5 trillion to the debt.",0,1,0.6252140998840332,liar,100-200
"here in california, donald trump has given $12,000 to jerry brown, gavin newsom and kamala harris.",0,1,0.5035994052886963,liar,50-100
"mccain's ""plan for the economy is to extend george bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",0,1,0.5554630160331726,liar,100-200
"the governor is trying to take credit for recent actions taken by these companies. the problem is that for all three companies, the decision to move or stay in new jersey happened before chris christie became governor.",0,1,0.6041468381881714,liar,200-500
"41,200 veterans in florida dont have health care because scott didnt expand medicaid.",0,1,0.5771825313568115,liar,50-100
"there is no incontrovertible proof that speed, in and of itself, is the contributing factor to increasing (vehicular) fatalities.",0,1,0.5468100309371948,liar,100-200
says that the new financial services law requires 358 regulatory filings.,0,1,0.6217691898345947,liar,50-100
"seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform",0,1,0.5120798349380493,liar,100-200
the mack penny plan for the federal budget would balance our budget by 2019 and continues to gain support.,0,1,0.5555781722068787,liar,100-200
president obama has stopped using the phrase war on terror.,0,1,0.6113965511322021,liar,50-100
i saved the taxpayers $2-billion on a bogus air force boeing tanker deal where people went to jail.,0,1,0.5440648198127747,liar,50-100
"every taxpayer owes about $130,000 to pay off the national debt.",0,1,0.5183544158935547,liar,50-100
"the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",0,1,0.5997310280799866,liar,100-200
says hillary clinton once wanted a wall on the mexican border.,0,1,0.6517831087112427,liar,50-100
"not a single banker, a ceo from wall street, anyone from corporate america nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",0,1,0.568264901638031,liar,100-200
"deer baiting, planned for block island by dem, is illegal in rhode island.",0,1,0.5593684315681458,liar,50-100
we need to pass a carbon tax to stop climate change. break up the wall street banks. and stop the government spying on innocent americans. cory booker doesnt support any of these ideas.,0,1,0.6445536613464355,liar,100-200
"mccain ""said he was 'stumped' when asked whether contraceptives help stop the spread of hiv.""",0,1,0.5483435392379761,liar,50-100
says donald trump said the u.s. should encourage japan to get nuclear weapons.,0,1,0.5748698711395264,liar,50-100
the orlando shooter used a weapon of war.,0,1,0.5537559390068054,liar,0-50
"the day president obama took office, gasoline was $1.79 a gallon.",0,1,0.5912550091743469,liar,50-100
says scott walkers listening sessions are invite-only and excluding the press.,0,1,0.6177111268043518,liar,50-100
laurie monnes anderson voted to let violent criminals out of jail early.,0,1,0.6134622097015381,liar,50-100
"wrote that in 2006, nancy pelosi said she didnt think capturing osama bin laden makes us any safer, but in 2011 called his killing historic.",0,1,0.6174296736717224,liar,100-200
"says president barack obama came into office very concerned about wiretappings but then he became president of the united states, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",0,1,0.6619804501533508,liar,200-500
on the importance of judicial experience for supreme court nominees.,0,1,0.5857039093971252,liar,50-100
"republicans included the akin amendment in the republican party platform, which bans abortion, even for rape victims.",0,1,0.512597918510437,liar,100-200
"getty images fourth estate in defense of ‘he said/she said’ journalism why we must give the devil his due. the “he said/she said” method of reporting—in which journalists observe the profession’s convention and get at least two sides of every story—has been taking it on the chin ever since new york university journalism professor jay rosen placed it in his gunsights in 2009 and started ack-acking it with regularity. but the ""he said/she said"" debate didn’t move from the margins to the mainstream until last week when the new york times abandoned mechanical balance and published a page one, above-the-fold piece by michael barbaro, shredding donald trump as a pitiful serial liar and obfuscator for his latest “birther” declaration. the times piece elated critics of the ""he said/she"" said construct. in an atlantic piece titled “the death of ‘he said, she said’ journalism,” peter beinart pronounced barbaro’s work a journalistic sea change. trump had broken all the rules of political conduct, beinart stated, and the times had rightly ditched a few of its own. abandoning the usual journalistic etiquette, which calls for mendacious politicians to be described as committing a falsehood when what they’re actually doing is lying, the times piece dealt with trump with “astonishing bluntness,” beinart wrote, repeatedly calling trump’s birther nonsense a “lie.” trump was given no opportunity in the piece to deny the charges, which sits just fine with the ""he said/she said"" critics. story continued below while i consider trump to be a first-rate liar and don’t mind saying so, i’m not convinced that jettisoning the ""he said/she said"" blueprint is such a good idea. every politician lies. if we were to police all politicians in the news pages the way barbaro did trump, it would be entertaining. but political journalism as we know it could expire as profiles and news stories collapsed into spreadsheets grading the truth value of political utterances. isn’t that what the fact-checker columns are for? in his widely applauded critiques of ""he said/she said"" journalism, rosen holds that by reflexively seeking the “other side” of every public dispute and shying away from expressing the truth, the media creates a bogus symmetry between the “he said” voices in a story and the prevaricators serving up the “she said” dissent. “do users really want to be left helpless in sorting out who’s faking it more?” rosen asked, proposing that journalists put a higher premium on seeking truth and avoiding distortion. the ""he said/she said"" structure constitutes “one of the lowest forms of journalism in existence,” he would later remark. donald trump, the thinking goes, has gamed the ""he said/she said"" convention to contaminate the political debate with his lies, obfuscations and double-talk whenever the press seeks comment on an issue, a clarification of something he’s said, or a response to a point raised by his opponent, hillary clinton. this is true. in speeches and interviews, he’s expressed a broadband stream of lies, such as denying that he’s used terms like “fat pig” to describe women, insisting that he never called george w. bush a liar, claiming that he opposed the iraq war, making fallacious boasts about his acts of philanthropy, asserting that the nfl had contacted him about the debate schedule, and more, much more. but they are lies, all lies. and every time the media quotes one of trump’s “she said” lies without a correcting fact-check, it undermines the truth of the “he said” side of the debate. at least, so the thinking goes. but has journalists' practice of giving trump the right of reply, allowing him to pearl his lies with another coating of deceit really been such a disaster? one result of the straight, ""he said/she said"" coverage of the trump style has been his record lows in the washington post/abc news favorability poll. thanks to this coverage, many voters are able to see through trump’s “post-truth” style of politics and don’t need the news pages directly calling him a lying liar who lies every time he speaks. among his supporters, many don’t care that he mangles the facts and others take secret glee in the trickster’s campaign he’s waging for the presidency: he’s serving baloney and his supporters can’t get enough of it. as bracing and as full of truth-telling as the barbaro piece was, i hope it doesn’t embolden other news pages to abandon convention. the formula, when properly executed, forces reporters to perform due diligence in their articles. the form is even more useful for skeptical “show me” readers, who want those extra bits of evidence to help them make up their mind about a candidate or an issue. this, i realize, can be especially challenging with trump because the mouth of manhattan has made a career of taking both sides on nearly everything. he is the hermaphrodite of opinion makers—both ""he said and she said""—and, like any good circus freak, that makes him too exceptional to build rules from. one reason i admire ""he said/she said"" journalism is that i often find myself sympathizing with the ""she-said"" side of the equation, and its presence assures me that the reporter is conducting something approximating an open inquiry. whenever the ""she-said"" component of a story goes missing, leaving only the dominant position expressed, i get the feeling i’m being fed bunk. even the holy bible gives satan a forum for his dastardly views. so why not news stories? i don’t believe a story must balance out like a chemistry equation until both sides (or multiple sides) hover in the ether in perfect equilibrium. but intellectual history informs us that the dominant positions in any field—ruling paradigms, if you don’t mind the language—have a tendency to erode over time when exposed to minority critiques. in order for thought to progress, the minority report—however seemingly misguided—must be heard. the history of science is pockmarked with paradigms that were blown away by she-saiders. early in the last century, for example, the scientific and cultural elites espoused the misguided philosophy of eugenics, which held that feeblemindedness was directly inheritable and that forced sterilization, institutionalization or lobotomization for these lessers was right and just. to oppose eugenics was to place yourself outside the established consensus, to define yourself as a crackpot, to be reduced to a ""she-said"" if you were lucky enough to get quoted in a news story. today, we think of the eugenicists as troglodytes. or consider the story of alfred wegener. he 1912, he proposed his plate tectonic theory much to the derision of the scientific establishment who laughed at the idea of continental drift. not until the 1960s did his ideas gain proper respect, and his critics take his place as geology’s crackpots. or take the example of australian doctor barry marshall, who conjectured in the early 1980s that bacteria and not stress was the cause of ulcers, a condition that afflicted up to 10 percent of all adults. even after marshall induced an ulcer in his own stomach by drinking a potion containing helicobacter pylori he was still derided and marginalized by the establishment. “you think, ‘it’s science; it’s got to be accepted,’” marshall told discover magazine. “but it’s not an absolute given.” by the mid-1990s, the idea finally took root, undermining the business model of thousands of gastroenterologists who treated and retreated the affliction with ineffective drugs and surgery. in 2005, marshall and a colleague were awarded the nobel prize in medicine for their helicobacter pylori work. science abounds with equally dramatic stories. obviously, the critiques of every she-saider don’t automatically end in the triumphs wegener and marshall enjoyed. but when you catalog the ruling paradigms in science and technology that have been toppled in recent years, the toppler was almost always marginalized in the early going. fracking has all but destroyed the peak oil hypothesis. the “one-size, fits all” advice on mammograms has been abandoned. our views on saturated fat, once almost holy writ, have been chucked. until 1973, the american psychiatric association classified homosexuality as a mental disorder. (all is not progress: some now argue that “homophobia” is an indicator of a disorder.) marijuana makes you mad. (today, the equally suspicious paradigm is that marijuana is good for whatever ails you.) coffee, once thought to be bad for you, turns out to be good for you, at least for now. moving over to the policy realm, the once dominant “super-predator” thesis was once supported across partisan lines. it is now discredited. remember how japan’s economy was supposed to overtake the united states’? remember how federal reserve board chairman alan greenspan said the u.s. economic system was stable? experts predicted wild inflation after quantitative easing. others posited that housing prices would never decline nationwide. and so on. the dissents of the she-saiders are generally beneficial. whether right or wrong, the dissenters have a way of increasing everybody’s knowledge. if they are wrong, as michael shermer has written, their untruths force the dominant paradigm to self-examine, and if warranted, use new evidence to improve its position. if the she-saiders are right, they advance human thought. that’s how science works, and i believe journalism should work that way, too. vaccine pioneer jonas salk summarized the predictable moves of the knee-jerk paradigm-defenders with this progression. “first,” salk writes, they say “that it can’t be true.” second phase: “well, if it’s true, it’s not very important.” third phase: “well, we’ve known it all along.” before anybody puts words in my mouth, this is not my long-winded way of saying i don’t subscribe to the global warming hypothesis. i do—but at the same time, i keep my options open. the protectors of the ruling paradigm have an intellectual responsibility to mount disciplined defense against all comers. even against crackpots. the last and best reason for supporting “he said/she said” journalism: so many readers and viewers have self-segregated by limiting their news consumption to outlets that reflect their personal views. these days, many readers get only the ""he said"" side of the story or just the ""she said"" side, remaining deliberately oblivious to the vibrant debate that might actually be going on. while i value partisan media, i also value nonpartisan news operations—like politico—that make ideas duel in their news pages. npr news director michael oreskes puts this practical spin on why his organization shies away from calling liars liars: “[i]f you present the facts calmly and without a tone of editorializing, you substantially increase the chance that people will hear you out and weigh the facts. that is why the tone of journalism matters so much. we need potential listeners and readers to believe we are presenting the facts honestly, and not to confirm our opinions.” if you’re not getting a steady diet of ""she said"" quotations in your news consumption, you’re at risk of starving to death. ""he said/she said"" keeps journalists honest, even if, on occasion, it looks like it’s only accruing to the benefit of a beast like donald trump. ****** a sumptuous meal of news, news, news. make mine extra rare, garcon. send news recipes via email to shafer.politico@gmail.com. my email alerts are breakfast. my twitter feed is lunch. and my rss feed is a stingy snack. jack shafer is politico’s senior media writer.",0,1,0.5135208964347839,fakenewsnet,>=5000
"in 1992, mitt romney gave money to democrats for congress.",0,1,0.5435769557952881,liar,50-100
"the interior department is in charge of salmon while theyre in fresh water, but the commerce department handles them when theyre in saltwater.",0,1,0.5155296325683594,liar,100-200
a clear majority of americans support removing the cost-sharing requirement for prescription contraceptive coverage.,0,1,0.5389061570167542,liar,100-200
dave aronberg was the first to demand that bp create a billion-dollar fund to pay for the devastation.,0,1,0.586585521697998,liar,100-200
"in 2006, bernie sanders voted in the house with hard-line republicans for indefinite detention for undocumented immigrants, and then he sided with those republicans to stand with vigilantes known as minutemen who were taking up outposts along the border to hunt down immigrants.",0,1,0.5418297052383423,liar,200-500
says donald trump brings in hundreds of foreign workers to replace americans.,0,1,0.5300747156143188,liar,50-100
they tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,0,1,0.5913975834846497,liar,50-100
"obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in america, at the fifth year, half of the businesses have closed.",0,1,0.5816141963005066,liar,100-200
on instances when abortions should be allowed.,0,1,0.6216050386428833,liar,0-50
"under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",0,1,0.630513608455658,liar,100-200
the state of wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.,0,1,0.5356346368789673,liar,100-200
"if you are going to kill the families of terrorists, realize that theres something called the geneva convention were going to have to pull out of.",0,1,0.6162521839141846,liar,100-200
"rick perry had planned to retire from the legislature until his best friend, david weeks, and i talked him into switching parties and running for the gop nomination for agriculture commissioner.",0,1,0.5609350800514221,liar,100-200
on the iran nuclear deal,0,1,0.6009778380393982,liar,0-50
says house republicans rejected a straightforward measure that would prevent members of congress and the president from being paid during a government shutdown.,0,1,0.6297335624694824,liar,100-200
"says goldman sachs ceo said congress would have to cut social security, medicare and medicaid and give huge tax breaks to the wealthy and the large corporations.",0,1,0.6245524287223816,liar,100-200
the proposed raises for the norcross city council would put it in line with other liked-sized communities.,0,1,0.5539959669113159,liar,100-200
"barack obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",0,1,0.5263147354125977,liar,100-200
richard nixon released tax returns when he was under audit.,0,1,0.5754217505455017,liar,50-100
says oil productions down where obamas in charge.,0,1,0.5504553318023682,liar,0-50
says donald trump publicly invited putin to hack into americans (emails).,0,1,0.5990249514579773,liar,50-100
there really isnt any kind of foreign policy network that is supporting and advising sen. sanders.,0,1,0.5735963582992554,liar,50-100
john faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.,0,1,0.5050482749938965,liar,100-200
there are justice department policies against fbi director james comey discussing details of a federal investigation so close to an election.,0,1,0.6009812355041504,liar,100-200
a democratic poll operation shows that fox news is the most trusted news operation in the country.,0,1,0.5669940114021301,liar,50-100
says every school will be negatively impacted if education stability fund is not tapped.,0,1,0.547271728515625,liar,50-100
"when i become the nominee, the democratic nominee, i will be the only pro-choice candidate on the ballot.",0,1,0.5569068193435669,liar,100-200
says austin mayor lee leffingwell voted for a toll lane on mopac.,0,1,0.6165181994438171,liar,50-100
says his sons were targeted on facebook by out-of-state protesters.,0,1,0.5936042666435242,liar,50-100
speakers at the democratic national convention made zero mentions of the global terrorist threat posed by isis.,0,1,0.5541152358055115,liar,100-200
david dewhurst is the first lieutenant governor in history to have a personal security detail.,0,1,0.5455600023269653,liar,50-100
on whether the state should privatize the ohio turnpike.,0,1,0.6358527541160583,liar,50-100
"says ohio gov. john kasich had the worst rating on spending of any governor in the country, republican or democrat.",0,1,0.5190670490264893,liar,100-200
"the u.s. attorney’s office in manhattan is investigating anthony weiner’s alleged sexting with a minor, according to two officials briefed on the case. an inquiry was opened, although no formal complaint has been filed. federal officials have issued a subpoena for weiner’s cell phone records. federal prosecutors will not confirm nor deny the existence of an investigation, per justice department policy. the investigation was first reported yesterday by the daily mail. asked for comment at an unrelated press conference, new york gov. andrew cuomo said, ""if the reports are true, it's possibly criminal and it is sick. and frankly, i’ve heard enough about anthony weiner and i think that goes for all new yorkers.""",0,1,0.5867270827293396,fakenewsnet,500-5000
on timing of right to work legislation,0,1,0.6410427093505859,liar,0-50
"under a new law regulating abortions, even if youre raped, if you dont report it in the first 30 days, the republicans will force you to have an ultrasound.",0,1,0.6069855690002441,liar,100-200
"under the ruling of the supreme court, any lobbyist could go into any legislator and say, if you don't vote our way on this bill, we're going to run a million-dollar campaign against you in your district.",0,1,0.5950363874435425,liar,200-500
sen. marco rubio refuses to accept the basic science on climate change and is a climate change denier.,0,1,0.6217585206031799,liar,100-200
the u.s. house rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker.,0,1,0.537352979183197,liar,100-200
president obama is shrinking our military.,0,1,0.6288343667984009,liar,0-50
"a texas police department bought an ad telling drug dealers, we can take your competition off the streets for free.",0,1,0.5472975969314575,liar,100-200
this bill allows virginia to join about 23 other states that have an ultrasound procedure before an abortion.,0,1,0.5775666236877441,liar,100-200
"says if you try to hide marijuana in a hemp field, it becomes worthless. the thc goes away.",0,1,0.6443021893501282,liar,50-100
says about nsa data collection: every member in both parties who served on the intelligence committee voted in favor of this.,0,1,0.5275139212608337,liar,100-200
mccain lobbied for (a) $10-million pork project honoring conservative justice.,0,1,0.563397228717804,liar,50-100
"sen. johnny isakson voted for a trade agreement, with china costing georgia 93,000 jobs.",0,1,0.561880886554718,liar,50-100
says mark warner has supported harry reid down the line.,0,1,0.5817546248435974,liar,50-100
"says that under rick perrys plan, texas has cut funding for public schools by 25%.",0,1,0.508793294429779,liar,50-100
"obama ""voted for ... $3-million for an overhead projector at a planetarium in chicago.""",0,1,0.568813145160675,liar,50-100
"sarah palin ""already has more executive experience"" than barack obama and joe biden ""combined.""",0,1,0.5508236289024353,liar,50-100
the election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. everything else in this bill is discretionary.,0,1,0.5919227004051208,liar,100-200
says rick scott presided over cuts to the bright futures college scholarship program.,0,1,0.5849994421005249,liar,50-100
"obama's wife said her goal in life was to put the black community ""first and foremost.""",0,1,0.5647467374801636,liar,50-100
mr. hurt would re-open that darn (medicare) doughnut hole.,0,1,0.6454691886901855,liar,50-100
the federal health care law raises taxes and cuts medicare.,0,1,0.6143532991409302,liar,50-100
"the health care bill will subsidize families of four that make more than $80,000 a year.",0,1,0.582729160785675,liar,50-100
undocumented workers crossing the border right now is at a 12-year low.,0,1,0.5108535885810852,liar,50-100
you cant build a christian church in saudi arabia.,0,1,0.5551195740699768,liar,50-100
fox news uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,0,1,0.5808683633804321,liar,100-200
750 days since bill nelson the democrats in the senate passed a budget. how can this be justified?,0,1,0.5097500085830688,liar,50-100
on offshore drilling for energy,0,1,0.5741208791732788,liar,0-50
