text,true_label,predicted_label,prob_real,prob_fake,source_dataset,length_bin
"if you already have health insurance through your job, or medicare, or medicaid, or the va, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",0,1,0.237371168489668,0.762628831510332,liar,100-200
says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,0,1,0.434886655567502,0.5651133444324979,liar,100-200
"the federal consumer financial protection bureau is collecting financial information, monitoring financial information of millions of americans without their knowledge and storing it for up to 10 years.",0,1,0.486113743841666,0.5138862561583339,liar,200-500
"the stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",0,1,0.496944508787448,0.503055491212552,liar,50-100
says texas has the 15th largest economy in the world.,0,1,0.4941848599605656,0.5058151400394344,liar,50-100
"tim kaine reduced higher education funding by 25 percent when he was governor, driving up tuition...",0,1,0.4843443611787769,0.5156556388212231,liar,100-200
"the president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",0,1,0.4508950604252189,0.5491049395747811,liar,100-200
"barack obama ""extended health care for wounded troops who'd been neglected.""",0,1,0.3145426609978587,0.6854573390021412,liar,50-100
for most black people in the history of this country it was illegal to pass as a white person. you were actually put in jail if you tried to pass.,0,1,0.4448666648312497,0.5551333351687503,liar,100-200
tsa will accept drivers priv cards for id at the airport,0,1,0.4360283041006475,0.5639716958993525,liar,50-100
hobby lobby provided this (birth control) coverage before they decided to drop it to file suit.,0,1,0.3705740184132623,0.6294259815867377,liar,50-100
"rubio admitted he ""would have accepted the stimulus money.""",0,1,0.2633365553255545,0.7366634446744454,liar,50-100
"since the democrats stimulus went into effect last year, ohio has lost about 150,000 jobs.",0,1,0.3488020081338352,0.6511979918661648,liar,50-100
"says the texas forest service planted 6,000 trees in the dallas/fort worth area before the super bowl for unknown reasons at an unknown cost.",0,1,0.3502801099140489,0.6497198900859511,liar,100-200
on legalizing illegal immigrants.,0,1,0.2689621673626114,0.7310378326373885,liar,0-50
"while rob portman relies on his super pac and a handful of billionaires to do his dirty work, we dont have a super pac, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",0,1,0.3567026900241294,0.6432973099758705,liar,200-500
americas least-trusted news sources are also its most popular.,0,1,0.3457424102680902,0.6542575897319097,liar,50-100
california is home to the largest death row populationin the western hemisphere.,0,1,0.4490320052113228,0.5509679947886772,liar,50-100
ohioans can expect to pay up to 41 percent more for their insurance premiums when obamacare takes effect next year.,0,1,0.4777492680783407,0.5222507319216593,liar,100-200
"41,200 veterans in florida dont have health care because scott didnt expand medicaid.",0,1,0.1853898426085521,0.8146101573914478,liar,50-100
"there is no incontrovertible proof that speed, in and of itself, is the contributing factor to increasing (vehicular) fatalities.",0,1,0.4956775359459249,0.5043224640540751,liar,100-200
more people have been put on food stamps by barack obama than any president in american history.,0,1,0.4293349612960652,0.5706650387039348,liar,50-100
says that the new financial services law requires 358 regulatory filings.,0,1,0.391761592488852,0.608238407511148,liar,50-100
"seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform",0,1,0.4053408105903718,0.5946591894096281,liar,100-200
the mack penny plan for the federal budget would balance our budget by 2019 and continues to gain support.,0,1,0.4563490650982218,0.5436509349017782,liar,100-200
ive been through four campaigns and have not done any negative campaigning.,0,1,0.3988287565764976,0.6011712434235024,liar,50-100
president obama has stopped using the phrase war on terror.,0,1,0.4303044085143165,0.5696955914856835,liar,50-100
we ... sold the state airplanes as i had promised.,0,1,0.3389090853479166,0.6610909146520834,liar,50-100
the state has less employees this year than we did last year.,0,1,0.4132902788978206,0.5867097211021793,liar,50-100
"the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",0,1,0.4199492758666925,0.5800507241333075,liar,100-200
says hillary clinton once wanted a wall on the mexican border.,0,1,0.2524034722818646,0.7475965277181353,liar,50-100
"deer baiting, planned for block island by dem, is illegal in rhode island.",0,1,0.4102359822134429,0.5897640177865571,liar,50-100
saudi arabia is the only muslim country out of 47 muslim-majority countries where women cannot get licenses to drive.,0,1,0.4337159875108684,0.5662840124891316,liar,100-200
"since the stimulus package was passed, ohios lost over 100,000 more jobs.",0,1,0.3100478854980445,0.6899521145019555,liar,50-100
we need to pass a carbon tax to stop climate change. break up the wall street banks. and stop the government spying on innocent americans. cory booker doesnt support any of these ideas.,0,1,0.338492733942269,0.661507266057731,liar,100-200
"between austin, san antonio, houston and dallas over 8,000 same-sex couples are raising children.",0,1,0.3940140152605209,0.6059859847394791,liar,50-100
"rhode island could tell you who has a camper, but we couldnt figure out who has a gun.",0,1,0.4258398055107,0.5741601944893,liar,50-100
virginia democrats recently enforced voter id rules that were considerably more stringent than those contained in the state law they denounce.,0,1,0.3916265938019815,0.6083734061980185,liar,100-200
people have actually broken down the transcripts for oral arguments and (antonin scalia) told more jokes and got more laughs than any of the other justices.,0,1,0.4707506840883575,0.5292493159116425,liar,100-200
"the day president obama took office, gasoline was $1.79 a gallon.",0,1,0.412584572472819,0.587415427527181,liar,50-100
"fleeing syria, a million children are now refugees.",0,1,0.4136044421877617,0.5863955578122383,liar,50-100
laurie monnes anderson voted to let violent criminals out of jail early.,0,1,0.3797020944802636,0.6202979055197364,liar,50-100
"wrote that in 2006, nancy pelosi said she didnt think capturing osama bin laden makes us any safer, but in 2011 called his killing historic.",0,1,0.3762745043728069,0.623725495627193,liar,100-200
"says president barack obama came into office very concerned about wiretappings but then he became president of the united states, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",0,1,0.1919132662219435,0.8080867337780565,liar,200-500
on the importance of judicial experience for supreme court nominees.,0,1,0.3534059061874269,0.646594093812573,liar,50-100
says massachusetts has three state-mandated student tests and finland just one.,0,1,0.4785501305844887,0.5214498694155113,liar,50-100
the university of wisconsin system budget is the biggest it has ever been.,0,1,0.390403352898419,0.609596647101581,liar,50-100
"getty images fourth estate in defense of ‘he said/she said’ journalism why we must give the devil his due. the “he said/she said” method of reporting—in which journalists observe the profession’s convention and get at least two sides of every story—has been taking it on the chin ever since new york university journalism professor jay rosen placed it in his gunsights in 2009 and started ack-acking it with regularity. but the ""he said/she said"" debate didn’t move from the margins to the mainstream until last week when the new york times abandoned mechanical balance and published a page one, above-the-fold piece by michael barbaro, shredding donald trump as a pitiful serial liar and obfuscator for his latest “birther” declaration. the times piece elated critics of the ""he said/she"" said construct. in an atlantic piece titled “the death of ‘he said, she said’ journalism,” peter beinart pronounced barbaro’s work a journalistic sea change. trump had broken all the rules of political conduct, beinart stated, and the times had rightly ditched a few of its own. abandoning the usual journalistic etiquette, which calls for mendacious politicians to be described as committing a falsehood when what they’re actually doing is lying, the times piece dealt with trump with “astonishing bluntness,” beinart wrote, repeatedly calling trump’s birther nonsense a “lie.” trump was given no opportunity in the piece to deny the charges, which sits just fine with the ""he said/she said"" critics. story continued below while i consider trump to be a first-rate liar and don’t mind saying so, i’m not convinced that jettisoning the ""he said/she said"" blueprint is such a good idea. every politician lies. if we were to police all politicians in the news pages the way barbaro did trump, it would be entertaining. but political journalism as we know it could expire as profiles and news stories collapsed into spreadsheets grading the truth value of political utterances. isn’t that what the fact-checker columns are for? in his widely applauded critiques of ""he said/she said"" journalism, rosen holds that by reflexively seeking the “other side” of every public dispute and shying away from expressing the truth, the media creates a bogus symmetry between the “he said” voices in a story and the prevaricators serving up the “she said” dissent. “do users really want to be left helpless in sorting out who’s faking it more?” rosen asked, proposing that journalists put a higher premium on seeking truth and avoiding distortion. the ""he said/she said"" structure constitutes “one of the lowest forms of journalism in existence,” he would later remark. donald trump, the thinking goes, has gamed the ""he said/she said"" convention to contaminate the political debate with his lies, obfuscations and double-talk whenever the press seeks comment on an issue, a clarification of something he’s said, or a response to a point raised by his opponent, hillary clinton. this is true. in speeches and interviews, he’s expressed a broadband stream of lies, such as denying that he’s used terms like “fat pig” to describe women, insisting that he never called george w. bush a liar, claiming that he opposed the iraq war, making fallacious boasts about his acts of philanthropy, asserting that the nfl had contacted him about the debate schedule, and more, much more. but they are lies, all lies. and every time the media quotes one of trump’s “she said” lies without a correcting fact-check, it undermines the truth of the “he said” side of the debate. at least, so the thinking goes. but has journalists' practice of giving trump the right of reply, allowing him to pearl his lies with another coating of deceit really been such a disaster? one result of the straight, ""he said/she said"" coverage of the trump style has been his record lows in the washington post/abc news favorability poll. thanks to this coverage, many voters are able to see through trump’s “post-truth” style of politics and don’t need the news pages directly calling him a lying liar who lies every time he speaks. among his supporters, many don’t care that he mangles the facts and others take secret glee in the trickster’s campaign he’s waging for the presidency: he’s serving baloney and his supporters can’t get enough of it. as bracing and as full of truth-telling as the barbaro piece was, i hope it doesn’t embolden other news pages to abandon convention. the formula, when properly executed, forces reporters to perform due diligence in their articles. the form is even more useful for skeptical “show me” readers, who want those extra bits of evidence to help them make up their mind about a candidate or an issue. this, i realize, can be especially challenging with trump because the mouth of manhattan has made a career of taking both sides on nearly everything. he is the hermaphrodite of opinion makers—both ""he said and she said""—and, like any good circus freak, that makes him too exceptional to build rules from. one reason i admire ""he said/she said"" journalism is that i often find myself sympathizing with the ""she-said"" side of the equation, and its presence assures me that the reporter is conducting something approximating an open inquiry. whenever the ""she-said"" component of a story goes missing, leaving only the dominant position expressed, i get the feeling i’m being fed bunk. even the holy bible gives satan a forum for his dastardly views. so why not news stories? i don’t believe a story must balance out like a chemistry equation until both sides (or multiple sides) hover in the ether in perfect equilibrium. but intellectual history informs us that the dominant positions in any field—ruling paradigms, if you don’t mind the language—have a tendency to erode over time when exposed to minority critiques. in order for thought to progress, the minority report—however seemingly misguided—must be heard. the history of science is pockmarked with paradigms that were blown away by she-saiders. early in the last century, for example, the scientific and cultural elites espoused the misguided philosophy of eugenics, which held that feeblemindedness was directly inheritable and that forced sterilization, institutionalization or lobotomization for these lessers was right and just. to oppose eugenics was to place yourself outside the established consensus, to define yourself as a crackpot, to be reduced to a ""she-said"" if you were lucky enough to get quoted in a news story. today, we think of the eugenicists as troglodytes. or consider the story of alfred wegener. he 1912, he proposed his plate tectonic theory much to the derision of the scientific establishment who laughed at the idea of continental drift. not until the 1960s did his ideas gain proper respect, and his critics take his place as geology’s crackpots. or take the example of australian doctor barry marshall, who conjectured in the early 1980s that bacteria and not stress was the cause of ulcers, a condition that afflicted up to 10 percent of all adults. even after marshall induced an ulcer in his own stomach by drinking a potion containing helicobacter pylori he was still derided and marginalized by the establishment. “you think, ‘it’s science; it’s got to be accepted,’” marshall told discover magazine. “but it’s not an absolute given.” by the mid-1990s, the idea finally took root, undermining the business model of thousands of gastroenterologists who treated and retreated the affliction with ineffective drugs and surgery. in 2005, marshall and a colleague were awarded the nobel prize in medicine for their helicobacter pylori work. science abounds with equally dramatic stories. obviously, the critiques of every she-saider don’t automatically end in the triumphs wegener and marshall enjoyed. but when you catalog the ruling paradigms in science and technology that have been toppled in recent years, the toppler was almost always marginalized in the early going. fracking has all but destroyed the peak oil hypothesis. the “one-size, fits all” advice on mammograms has been abandoned. our views on saturated fat, once almost holy writ, have been chucked. until 1973, the american psychiatric association classified homosexuality as a mental disorder. (all is not progress: some now argue that “homophobia” is an indicator of a disorder.) marijuana makes you mad. (today, the equally suspicious paradigm is that marijuana is good for whatever ails you.) coffee, once thought to be bad for you, turns out to be good for you, at least for now. moving over to the policy realm, the once dominant “super-predator” thesis was once supported across partisan lines. it is now discredited. remember how japan’s economy was supposed to overtake the united states’? remember how federal reserve board chairman alan greenspan said the u.s. economic system was stable? experts predicted wild inflation after quantitative easing. others posited that housing prices would never decline nationwide. and so on. the dissents of the she-saiders are generally beneficial. whether right or wrong, the dissenters have a way of increasing everybody’s knowledge. if they are wrong, as michael shermer has written, their untruths force the dominant paradigm to self-examine, and if warranted, use new evidence to improve its position. if the she-saiders are right, they advance human thought. that’s how science works, and i believe journalism should work that way, too. vaccine pioneer jonas salk summarized the predictable moves of the knee-jerk paradigm-defenders with this progression. “first,” salk writes, they say “that it can’t be true.” second phase: “well, if it’s true, it’s not very important.” third phase: “well, we’ve known it all along.” before anybody puts words in my mouth, this is not my long-winded way of saying i don’t subscribe to the global warming hypothesis. i do—but at the same time, i keep my options open. the protectors of the ruling paradigm have an intellectual responsibility to mount disciplined defense against all comers. even against crackpots. the last and best reason for supporting “he said/she said” journalism: so many readers and viewers have self-segregated by limiting their news consumption to outlets that reflect their personal views. these days, many readers get only the ""he said"" side of the story or just the ""she said"" side, remaining deliberately oblivious to the vibrant debate that might actually be going on. while i value partisan media, i also value nonpartisan news operations—like politico—that make ideas duel in their news pages. npr news director michael oreskes puts this practical spin on why his organization shies away from calling liars liars: “[i]f you present the facts calmly and without a tone of editorializing, you substantially increase the chance that people will hear you out and weigh the facts. that is why the tone of journalism matters so much. we need potential listeners and readers to believe we are presenting the facts honestly, and not to confirm our opinions.” if you’re not getting a steady diet of ""she said"" quotations in your news consumption, you’re at risk of starving to death. ""he said/she said"" keeps journalists honest, even if, on occasion, it looks like it’s only accruing to the benefit of a beast like donald trump. ****** a sumptuous meal of news, news, news. make mine extra rare, garcon. send news recipes via email to shafer.politico@gmail.com. my email alerts are breakfast. my twitter feed is lunch. and my rss feed is a stingy snack. jack shafer is politico’s senior media writer.",0,1,0.4472076287643846,0.5527923712356154,fakenewsnet,>=5000
"in 1992, mitt romney gave money to democrats for congress.",0,1,0.4545812135749764,0.5454187864250236,liar,50-100
dave aronberg was the first to demand that bp create a billion-dollar fund to pay for the devastation.,0,1,0.4087955575821067,0.5912044424178933,liar,100-200
"in 2006, bernie sanders voted in the house with hard-line republicans for indefinite detention for undocumented immigrants, and then he sided with those republicans to stand with vigilantes known as minutemen who were taking up outposts along the border to hunt down immigrants.",0,1,0.4785684641107084,0.5214315358892916,liar,200-500
president obama has the most border patrols and border security deployed at the border of any previous president.,0,1,0.2078788650818431,0.7921211349181568,liar,100-200
they tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,0,1,0.3454416422550149,0.654558357744985,liar,50-100
"obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in america, at the fifth year, half of the businesses have closed.",0,1,0.4721907130285564,0.5278092869714436,liar,100-200
on instances when abortions should be allowed.,0,1,0.353034721190521,0.646965278809479,liar,0-50
"under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",0,1,0.345653241031279,0.654346758968721,liar,100-200
one out of every three automobile fatalities can be attributed to alcohol.,0,1,0.3533835230585457,0.6466164769414543,liar,50-100
"if you are going to kill the families of terrorists, realize that theres something called the geneva convention were going to have to pull out of.",0,1,0.494804593901162,0.505195406098838,liar,100-200
obama's liberal fiscal agenda: over $874-billion in new spending.,0,1,0.2948777468321961,0.7051222531678039,liar,50-100
says barack obama has played over 90 rounds of golf as president.,0,1,0.3124594816312731,0.6875405183687269,liar,50-100
the vast majority of our international commitments take effect without congressional approval.,0,1,0.4299593491153377,0.5700406508846623,liar,50-100
on the iran nuclear deal,0,1,0.4373923715658457,0.5626076284341542,liar,0-50
says house republicans rejected a straightforward measure that would prevent members of congress and the president from being paid during a government shutdown.,0,1,0.4622783242450962,0.5377216757549038,liar,100-200
the proposed raises for the norcross city council would put it in line with other liked-sized communities.,0,1,0.4579173750459037,0.5420826249540963,liar,100-200
"barack obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",0,1,0.2885476425277168,0.7114523574722832,liar,100-200
richard nixon released tax returns when he was under audit.,0,1,0.4582123622970242,0.5417876377029758,liar,50-100
says oil productions down where obamas in charge.,0,1,0.2302625314046763,0.7697374685953237,liar,0-50
it cost us more to shut the government down than to keep it open.,0,1,0.3373658612882567,0.6626341387117433,liar,50-100
"barbara buono by the numbers: as a trenton politician, she voted to raise taxes 154 times. under her, property taxes up 70 percent. backed a 16 percent sales tax increase. utilities, nursing homes, cell phones, parking lots, lottery wins, gyms she taxed them all. architect of corzines budget, she drove new jersey $2 billion into debt. barbara buono by the numbers: taking new jersey backwards.",0,1,0.3787286526296121,0.6212713473703879,liar,200-500
there are justice department policies against fbi director james comey discussing details of a federal investigation so close to an election.,0,1,0.3341018845408935,0.6658981154591065,liar,100-200
a democratic poll operation shows that fox news is the most trusted news operation in the country.,0,1,0.3060859196717712,0.6939140803282288,liar,50-100
says every school will be negatively impacted if education stability fund is not tapped.,0,1,0.3899045198459981,0.6100954801540018,liar,50-100
says austin mayor lee leffingwell voted for a toll lane on mopac.,0,1,0.4090873755997183,0.5909126244002817,liar,50-100
says his sons were targeted on facebook by out-of-state protesters.,0,1,0.3133337619290033,0.6866662380709967,liar,50-100
says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.,0,1,0.4928125681780956,0.5071874318219044,liar,100-200
speakers at the democratic national convention made zero mentions of the global terrorist threat posed by isis.,0,1,0.2069744203050112,0.7930255796949888,liar,100-200
david dewhurst is the first lieutenant governor in history to have a personal security detail.,0,1,0.493577438440273,0.506422561559727,liar,50-100
"the u.s. attorney’s office in manhattan is investigating anthony weiner’s alleged sexting with a minor, according to two officials briefed on the case. an inquiry was opened, although no formal complaint has been filed. federal officials have issued a subpoena for weiner’s cell phone records. federal prosecutors will not confirm nor deny the existence of an investigation, per justice department policy. the investigation was first reported yesterday by the daily mail. asked for comment at an unrelated press conference, new york gov. andrew cuomo said, ""if the reports are true, it's possibly criminal and it is sick. and frankly, i’ve heard enough about anthony weiner and i think that goes for all new yorkers.""",0,1,0.3490958295166826,0.6509041704833174,fakenewsnet,500-5000
"in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!",0,1,0.4158969526278753,0.5841030473721247,liar,100-200
"in oregon, students are skipping math class to learn about the bible.",0,1,0.4987512638616808,0.5012487361383192,liar,50-100
"under the ruling of the supreme court, any lobbyist could go into any legislator and say, if you don't vote our way on this bill, we're going to run a million-dollar campaign against you in your district.",0,1,0.3658936412192165,0.6341063587807835,liar,200-500
president obama is shrinking our military.,0,1,0.3401399394883406,0.6598600605116594,liar,0-50
"a texas police department bought an ad telling drug dealers, we can take your competition off the streets for free.",0,1,0.4506263814484448,0.5493736185515552,liar,100-200
this bill allows virginia to join about 23 other states that have an ultrasound procedure before an abortion.,0,1,0.3546750256544277,0.6453249743455722,liar,100-200
our businesses have created jobs every single month since (obamacare) became law.,0,1,0.4250798756713371,0.5749201243286629,liar,50-100
"says if you try to hide marijuana in a hemp field, it becomes worthless. the thc goes away.",0,1,0.3252260342197457,0.6747739657802543,liar,50-100
says about nsa data collection: every member in both parties who served on the intelligence committee voted in favor of this.,0,1,0.4368774794171292,0.5631225205828708,liar,100-200
every one of the mass shootings except two in america since 1950 have been in gun-free zones.,0,1,0.3286039583033412,0.6713960416966588,liar,50-100
mccain lobbied for (a) $10-million pork project honoring conservative justice.,0,1,0.4903715644120198,0.5096284355879802,liar,50-100
says mark warner has supported harry reid down the line.,0,1,0.4205649058879707,0.5794350941120293,liar,50-100
the iran nuclear deal is putting billions of dollars back into a country thats the worlds largest supporter of terrorism. we are actually giving them the money to fund the terrorists that are killing us and our allies.,0,1,0.3992580473350084,0.6007419526649915,liar,200-500
"under obamacare, premiums have doubled and tripled in wisconsin.",0,1,0.3421880698337,0.6578119301663,liar,50-100
"obama ""voted for ... $3-million for an overhead projector at a planetarium in chicago.""",0,1,0.4499557465103064,0.5500442534896935,liar,50-100
three thousand felons voted in rhode island in 2008.,0,1,0.4583909390087335,0.5416090609912665,liar,50-100
"sarah palin ""already has more executive experience"" than barack obama and joe biden ""combined.""",0,1,0.3613343595522761,0.6386656404477239,liar,50-100
"we admit about 100,000 permanent immigrants from the middle east every year.",0,1,0.4896417672153244,0.5103582327846756,liar,50-100
i had the longest judicial vacancy in the history of the united states.,0,1,0.4942126642386306,0.5057873357613694,liar,50-100
"obama's wife said her goal in life was to put the black community ""first and foremost.""",0,1,0.4079682240913043,0.5920317759086957,liar,50-100
mr. hurt would re-open that darn (medicare) doughnut hole.,0,1,0.2398355612171677,0.7601644387828322,liar,50-100
the federal health care law raises taxes and cuts medicare.,0,1,0.209266712570427,0.7907332874295729,liar,50-100
the u.s. court of appeals for the fourth circuit compared the health care law to buying a pepperoni and ham pizza from dominos or pizza hut.,0,1,0.3457278204807794,0.6542721795192206,liar,100-200
you cant build a christian church in saudi arabia.,0,1,0.2789478913306777,0.7210521086693222,liar,50-100
nearly 90% of travis county government races will be settled by the time of the democratic primary.,0,1,0.4557570979435611,0.5442429020564389,liar,50-100
fox news uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,0,1,0.4765105746822123,0.5234894253177876,liar,100-200
currently it costs more than a penny for the u.s. mint to make a one cent coin and more than a nickel to make the five cent piece.,0,1,0.4364783810648119,0.563521618935188,liar,100-200
"says if congress doesnt avoid the sequester, tens of thousands of parents will have to scramble to find child care for their kids.",0,1,0.4224431416244618,0.5775568583755382,liar,100-200
"the baucus health care bill would require taxes on medical devices such as x-ray machines, female condoms, hiv tests and surgical needles.",0,1,0.3953017326850159,0.6046982673149841,liar,100-200
"last week the texas state board of education (sboe), led by rick perrys appointee, voted to remove thomas jefferson from social studies textbook standards. thats right. thomas jefferson... was deleted from a list of historical figures who inspired political change.",0,1,0.4969761740426756,0.5030238259573244,liar,200-500
says david dewhurst explicitly advocated a guest worker program for all illegal immigrants.,0,1,0.4339358534591763,0.5660641465408237,liar,50-100
the best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight iq points.,0,1,0.3996204661127345,0.6003795338872655,liar,100-200
the house zika bill limits access to birth control services needed to help curb the spread of the virus in puerto rico.,0,1,0.4207688085307688,0.5792311914692312,liar,100-200
says dan patrick proposed arizona-style show-me-your-papers legislation.,0,1,0.4545497063499226,0.5454502936500774,liar,50-100
"if you're over 65 years old in america today, you have no choice but to be in medicare. even if you want out of medicare, you have to forfeit your social security to get out of it.",0,1,0.3071534529755594,0.6928465470244406,liar,100-200
ronald reagan did amnesty.,0,1,0.4928004246564254,0.5071995753435746,liar,0-50
says bernie sanders voted for regime change with respect to libya.,0,1,0.430494883091656,0.5695051169083439,liar,50-100
says hillary clinton has called for a radical 550 percent increase in syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.,0,1,0.3803684094390488,0.6196315905609512,liar,200-500
u.s. rep. connie mack voted to raise his own pay several times.,0,1,0.4298621390748974,0.5701378609251025,liar,50-100
"as a senator, hillary clinton has her name on three laws in eight years.",0,1,0.3406571298989295,0.6593428701010705,liar,50-100
"despite the passage of hb2, towns, cities and counties in north carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.",0,1,0.4422896897017481,0.5577103102982519,liar,100-200
state lawmakers are spending taxpayer money for parking that billionaire arthur blank could build while paying some state employees so little they are on food stamps.,0,1,0.3208486732830325,0.6791513267169674,liar,100-200
says pope francis took the name of a saint who basically reached out to muslims.,0,1,0.1719631152921065,0.8280368847078935,liar,50-100
"as a candidate, president obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.",0,1,0.4112948684825696,0.5887051315174304,liar,200-500
the health care bill has six years of costs against 10 years of tax revenue.,0,1,0.2980106619751771,0.7019893380248229,liar,50-100
"says that in curry county, if you make a 911 call youre likely to wait for an hour for a response.",0,1,0.4197514878948243,0.5802485121051757,liar,50-100
says barack obama and hillary clinton are responsible for leading america into a deal that will arm iran.,0,1,0.1742752394182303,0.8257247605817697,liar,100-200
"attorney general mccollum, speaker-designate cannon, senate president-designate haridopolos and i stood up to governor crist and worked to remove jim greer as chairman because of his mismanagement of the party.",0,1,0.4779494425615351,0.5220505574384648,liar,200-500
says businesses already pay most of the taxes.,0,1,0.4010472148404902,0.5989527851595098,liar,0-50
"we have over 700,000 illegal immigrants in the state. theyre costing us billions of dollars and theyre taking legal residents jobs.",0,1,0.4387327104338476,0.5612672895661523,liar,100-200
thirty percent of [sheldon whitehouse campaign] money is coming from special interests.,0,1,0.4582792761154695,0.5417207238845305,liar,50-100
says scott walker gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.,0,1,0.3866391230179815,0.6133608769820185,liar,100-200
"there are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work.",0,1,0.4992326763169535,0.5007673236830464,liar,100-200
"more than 12,500 service men and women have been discharged on the basis of sexual orientation since the don't ask, don't tell"" policy was implemented, at a cost of over $360 million. many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",0,1,0.4731533152740707,0.5268466847259293,liar,200-500
"a mortgage buyback plan is ""my proposal, it's not sen. obama's proposal, it's not president bush's proposal.""",0,1,0.4357232715957585,0.5642767284042415,liar,100-200
"says president barack obama has amended, delayed, or repealed 19 components of his very own (health care) law.",0,1,0.116198173571812,0.8838018264281879,liar,100-200
there are more pain clinics in broward county than there are mcdonalds in broward county.,0,1,0.4506519765223017,0.5493480234776983,liar,50-100
"in texas, schools do not even have to teach sex education.",0,1,0.2459485625369497,0.7540514374630503,liar,50-100
some of the men serving in the (afghan) armed forces have never driven a vehicle before.,0,1,0.4012098696539957,0.5987901303460043,liar,50-100
